id,year,product_name,company,country,industry_group,weight_kg,carbon_footprint_pcf,upstream_percent_total_pcf,operations_percent_total_pcf,downstream_percent_total_pcf
17788-18-2016,2014,Gesture (European supply chain),Steelcase,USA,Commercial & Professional Services,35.38,170,null,null,null
17788-19-2016,2014,Gesture (North American supply chain),Steelcase,USA,Commercial & Professional Services,35.38,180,null,null,null
17788-20-2016,2014,Implicit (European supply chain),Steelcase,USA,Commercial & Professional Services,35.298,98,null,null,null
17788-21-2016,2014,Kalidro (European supply chain),Steelcase,USA,Commercial & Professional Services,37,51.5,null,null,null
17788-2-2013,2014,"""The Activa desks are highly ergonomic and offer different height adjustable versions in a single design. Its modular construction allows very easy assembly and reconfiguration.  The model chosen for analysis is the most frequently ordered one (reference W6412700) from the Activa Telescopic range. Standard features on this model include: - Top dimensions: 1600 mm x 800 mm - Melamine top, Snow WY - Steel leg and frame, Pearl Snow ZW - Telescopic height adjustment from 620 mm to 900 mm - Steel cable tray.""",Steelcase,USA,Commercial & Professional Services,44.706,160,null,null,null
17788-22-2016,2014,Leap (European supply chain),Steelcase,USA,Commercial & Professional Services,26.183,87.8,null,null,null
17788-23-2016,2014,Let's B (European supply chain),Steelcase,USA,Commercial & Professional Services,25,120,null,null,null
17788-24-2016,2014,Movida (European supply chain),Steelcase,USA,Commercial & Professional Services,38.337,39.6,null,null,null
17788-25-2016,2014,New Think (European supply chain),Steelcase,USA,Commercial & Professional Services,31,110,null,null,null
17788-26-2016,2014,Ology (European supply chain),Steelcase,USA,Commercial & Professional Services,40.9,95,null,null,null
17788-27-2016,2014,Partito (European supply chain),Steelcase,USA,Commercial & Professional Services,14.963,60,null,null,null
20822-2-2014,2014,ColorQube 8900,Xerox Corporation,USA,Technology Hardware & Equipment,46.308,2445,0.016,0.2772,0.7069
17788-28-2016,2014,Please (European supply chain),Steelcase,USA,Commercial & Professional Services,23.623,90.9,null,null,null
17788-29-2016,2014,Qivi (European supply chain),Steelcase,USA,Commercial & Professional Services,5.17,56,null,null,null
17788-30-2016,2014,Reply (European supply chain),Steelcase,USA,Commercial & Professional Services,17.7,101,null,null,null
17788-3-2013,2014,"""Share It is a modular storage system. It offers personal storage, team storage, meeting point solutions and lockers.  Share It can be also used as space dividers, structuring workspaces. - It is modular and offers endless planning possibilities. - The range enhances collaboration providing communication platforms. - It helps people concentrate thanks to acoustics absorbing surfaces. - It offers wide range of finishes for different workplace ambiances.""",Steelcase,USA,Commercial & Professional Services,52.221,110.8,null,null,null
17788-3-2014,2014,Share It modular storage system,Steelcase,USA,Commercial & Professional Services,52.221,110.8,null,null,null
17788-32-2016,2014,Tenaro (European supply chain),Steelcase,USA,Commercial & Professional Services,67.323,52.6,null,null,null
17788-33-2016,2014,TNT* (European supply chain),Steelcase,USA,Commercial & Professional Services,47.334,49.7,null,null,null
17788-34-2016,2014,Universal Storage EU (European supply chain),Steelcase,USA,Commercial & Professional Services,69.78,103.8,null,null,null
17788-36-2016,2014,Westside (European supply chain),Steelcase,USA,Commercial & Professional Services,5.057,18.8,null,null,null
17788-4-2013,2014,The model chosen for analysis is the most popular model Think work chair.  It is a highly adjustable ergonomic chair equipped as follows: 1. Your PowerTM weight activated mechanism 2. Your ProfileTM seat and back flexors  3. Your PreferenceTM control  4. Adjustable seat depth 5. Adjustable seat height 6. Adjustable lumbar support 7. Adjustable armrests 8. Plastic base,Steelcase,USA,Commercial & Professional Services,17.252,85.5,null,null,null
17788-4-2014,2014,Think work chair,Steelcase,USA,Commercial & Professional Services,17.252,85.5,null,null,null
17788-5-2016,2014,32 Seconds (European supply chain),Steelcase,USA,Commercial & Professional Services,21.77,100.2,null,null,null
17788-6-2016,2014,Activa (European supply chain),Steelcase,USA,Commercial & Professional Services,44.706,160,null,null,null
17788-7-2016,2014,Amia (European supply chain),Steelcase,USA,Commercial & Professional Services,13.01,111.2,null,null,null
17788-8-2016,2014,B-Free big cube (European supply chain),Steelcase,USA,Commercial & Professional Services,34.8,110,null,null,null
17788-9-2016,2014,B-Free Desk (European supply chain),Steelcase,USA,Commercial & Professional Services,42.1,100,null,null,null
18141-1-2015,2014,Fungicide,Syngenta AG,Switzerland,Chemicals,1,2.8,null,null,null
18141-2-2015,2014,Herbicide,Syngenta AG,Switzerland,Chemicals,1,3.72,null,null,null
18141-3-2015,2014,Insecticide,Syngenta AG,Switzerland,Chemicals,1,4.82,null,null,null
18141-4-2015,2014,Seed treatment,Syngenta AG,Switzerland,Chemicals,1,1.02,null,null,null
18288-1-2013,2014,Soda Ash for Unilever plc,Tata Chemicals,India,Materials,1000,1282,null,null,null
18288-1-2014,2014,Soda Ash,Tata Chemicals,India,Materials,1000,1057,null,null,null
18288-1-2015,2014,Soda Ash,Tata Chemicals,India,Chemicals,1000,1006,null,null,null
18288-1-2017,2014,Soda Ash,Tata Chemicals,India,Materials,1000,870,null,null,null
18288-2-2013,2014,"""Soda Ash for Wal-Mart Stores, Inc.""",Tata Chemicals,India,Materials,1000,701,null,null,null
18288-3-2014,2014,Soda Ash from Tata Chemicals Europe,Tata Chemicals,India,Materials,1000,840,null,null,null
18288-3-2015,2014,Soda Ash (Tata Chemicals Europe),Tata Chemicals,India,Chemicals,1000,764,null,null,null
18288-4-2015,2014,Soda Ash (Tata Chemicals Magadi),Tata Chemicals,India,Chemicals,1000,504,null,null,null
18288-5-2015,2014,Soda Ash (Tata Chemicals North America),Tata Chemicals,India,Chemicals,1000,701,null,null,null
18288-6-2015,2014,"""Soda Ash (Tata Chemicals Mithapur, India)""",Tata Chemicals,India,Chemicals,1000,1083,null,null,null
18344-1-2014,2014,Hot Rolled Steel,Tata Steel,India,Materials,1000,2425,0.2535,0.706,0.0405
18344-1-2015,2014,Hot Rolled Steel (HR),Tata Steel,India,"""Mining - Iron, Aluminum, Other Metals""",1000,2615,0.2336,0.6505,0.1159
18344-2-2014,2014,Cold Rolled Steel,Tata Steel,India,Materials,1000,2549,0.2535,0.706,0.0405
18344-2-2015,2014,Cold Rolled Steel (CR),Tata Steel,India,"""Mining - Iron, Aluminum, Other Metals""",1000,2746,0.2335,0.6504,0.1161
18344-3-2014,2014,Galvanised Steel,Tata Steel,India,Materials,1000,2611,0.2535,0.7059,0.0406
18344-3-2015,2014,Galvanized Steel (Galv),Tata Steel,India,"""Mining - Iron, Aluminum, Other Metals""",1000,2820,0.2336,0.6506,0.1158
18585-1-2013,2014,Tetra Brik® Aseptic Slim 200ml,TETRA PAK,Sweden,Materials,0.009,0.017,0.8824,0.1176,0
18585-1-2014,2014,Tetra Brik® Aseptic Slim 200ml,TETRA PAK,Sweden,Materials,0.009,0.017,0.8824,0.1176,0
18585-1-2015,2014,Tetra Brik® Aseptic Slim 200ml,TETRA PAK,Sweden,Containers & Packaging,0.009,0.017,0.8824,0.1176,0
18585-1-2016,2014,Tetra Brik® Aseptic Slim 200ml,TETRA PAK,Sweden,Materials,0.009,0.016,0.8125,0.1875,0
18585-2-2013,2014,Tetra Brik® Aseptic Slim 250ml,TETRA PAK,Sweden,Materials,0.01,0.018,0.8889,0.1111,0
18585-2-2014,2014,Tetra Brik® Aseptic Slim 250ml,TETRA PAK,Sweden,Materials,0.01,0.018,0.8889,0.1111,0
18585-2-2015,2014,Tetra Brik® Aseptic Slim 250ml,TETRA PAK,Sweden,Containers & Packaging,0.01,0.018,0.8889,0.1111,0
18585-2-2016,2014,Tetra Brik® Aseptic Slim 250ml,TETRA PAK,Sweden,Materials,0.01,0.018,0.8333,0.1667,0
18585-3-2013,2014,Tetra Brik® Aseptic Base 250ml,TETRA PAK,Sweden,Materials,0.01,0.018,0.8889,0.1111,0
18585-3-2014,2014,Tetra Brik® Aseptic Base 250ml,TETRA PAK,Sweden,Materials,0.01,0.018,0.8889,0.1111,0
18585-3-2015,2014,Tetra Brik® Aseptic Base 250ml,TETRA PAK,Sweden,Containers & Packaging,0.01,0.018,0.8889,0.1111,0
18585-3-2016,2014,Tetra Brik® Aseptic Base 250ml,TETRA PAK,Sweden,Materials,0.01,0.017,0.8235,0.1765,0
18585-4-2013,2014,Tetra Brik® Aseptic Base 1000ml,TETRA PAK,Sweden,Materials,0.028,0.046,0.8696,0.1304,0
18585-4-2014,2014,Tetra Brik® Aseptic Base 1000ml,TETRA PAK,Sweden,Materials,0.028,0.046,0.8696,0.1304,0
18585-4-2015,2014,Tetra Brik® Aseptic Base 1000ml,TETRA PAK,Sweden,Containers & Packaging,0.028,0.046,0.8696,0.1304,0
18585-4-2016,2014,Tetra Brik® Aseptic Base 1000ml,TETRA PAK,Sweden,Materials,0.028,0.042,0.8333,0.1667,0
1884-1-2013,2014,"""Bloomberg's standard-issue flat panel configuration (prior to 2010) was two 19\"" panels mounted on a metal stand. In early 2010 Bloomberg engaged in the WRI Product Life Cycle Roadtest for this functional unit (cradle-to-grave). The functional unit has a lifespan of 5 years, so the emissions indicated [in this report] are the full emissions associated with that lifespan.""",Bloomberg,USA,Media,14.6,9438,0.6462,0.0057,0.3481
1884-1-2014,2014,Bloomberg-Provided Flat Panel Unit,Bloomberg,USA,Media,14.6,9438,0.6462,0.0057,0.3481
1884-1-2015,2014,Bloomberg-Provided Flat Panel Unit,Bloomberg,USA,Media,14.6,1766,0.1953,0.0102,0.7946
1884-1-2016,2014,Bloomberg-Provided Flat Panel Unit,Bloomberg,USA,Media,14.6,1766,0.1953,0.0102,0.7946
1884-2-2013,2014,"""Bloomberg's standard keyboard which is optional hardware available for lease to all Bloomberg Terminal customers.  The functional unit has a lifespan of 3 years, so the emissions indicated [in this report] are the full emissions associated with that lifespan.""",Bloomberg,USA,Media,1.08,93.68,0.3396,0.1112,0.5492
1884-2-2014,2014,Bloomberg-Provided Keyboard,Bloomberg,USA,Media,1.08,93.68,0.3396,0.1112,0.5492
1884-2-2015,2014,Bloomberg-Provided Keyboard,Bloomberg,USA,Media,1.08,40,0.5643,0.0431,0.3926
1884-2-2016,2014,Bloomberg-Provided Keyboard,Bloomberg,USA,Media,1.08,40,0.5643,0.0431,0.3926
1884-3-2013,2014,"""Bloomberg's biometric device (B-Unit) distributed to all Bloomberg Terminal customers.  The functional unit has a lifespan of 3 years, so the emissions indicated [in this report] are the full emissions associated with that lifespan.""",Bloomberg,USA,Media,0.029,2.18,0.8433,0.0691,0.0876
1884-3-2014,2014,Bloomberg B-Unit,Bloomberg,USA,Media,0.029,2.18,0.8433,0.0691,0.0876
1884-3-2015,2014,Bloomberg B-Unit,Bloomberg,USA,Media,0.029,2,0.7839,0.1558,0.0603
1884-3-2016,2014,Bloomberg B-Unit,Bloomberg,USA,Media,0.029,2,0.7839,0.1558,0.0603
19100-1-2013,2014,"""TG582n Home Gateway to provide multiple play telecom data services (data, voice, TV) in the home.""",Technicolor SA,France,Media,0.599,111,0.0419,0.016,0.9421
19100-1-2014,2014,Home Gateway TG582n,Technicolor SA,France,Media,0.599,111,0.0419,0.016,0.9421
19100-1-2015,2014,Home Gateway TG582n,Technicolor SA,France,Media,0.599,111,0.0419,0.016,0.9421
19238-3-2017,2014,GL film packages,"""Toppan Printing Co., Ltd.""",Japan,Commercial & Professional Services,13.44,377.6,0.7015,0.2765,0.022
19238-4-2017,2014,MR-PET film package,"""Toppan Printing Co., Ltd.""",Japan,Commercial & Professional Services,13.44,363,0.6894,0.3106,0
19429-1-2016,2014,"""Agricultural tires, BlueTire Yechnology""",Trelleborg AB,Sweden,Capital Goods,370.69,1408.62,0.6392,0.3299,0.0309
20033-1-2013,2014,Polyethylene pipe,Radius Systems,United Kingdom,Capital Goods,1,2.52,0.9139,0.0794,0.0067
20309-1-2013,2014,VW Polo V 1.6 TDI BlueMotion Technology,Volkswagen AG,Germany,Automobiles & Components,993,21725,0.1863,0.0575,0.7562
20309-1-2014,2014,VW Polo,Volkswagen AG,Germany,Automobiles & Components,993,21725,null,null,null
20309-1-2015,2014,Volkswagen Polo,Volkswagen AG,Germany,Automobiles & Components,993,21725,null,null,null
20309-1-2016,2014,Volkswagen Polo,Volkswagen AG,Germany,Automobiles & Components,993,21725,null,null,null
20309-2-2013,2014,VW Golf VII 1.6 TDI BlueMotion Technology,Volkswagen AG,Germany,Automobiles & Components,1358.056,22218,0.1952,0.0602,0.7446
20309-2-2014,2014,VW Golf,Volkswagen AG,Germany,Automobiles & Components,1394.343,22218,null,null,null
20309-2-2015,2014,Volkswagen Golf,Volkswagen AG,Germany,Automobiles & Components,1394.343,22218,null,null,null
20309-2-2016,2014,Volkswagen Golf,Volkswagen AG,Germany,Automobiles & Components,1358.056,22218,null,null,null
20309-3-2013,2014,Passat B7 2.0 TDI BlueMotion Technology,Volkswagen AG,Germany,Automobiles & Components,1539.039,28011,0.2054,0.0633,0.7312
20309-3-2014,2014,VW Passat,Volkswagen AG,Germany,Automobiles & Components,1539.039,28011,null,null,null
20309-3-2015,2014,Volkswagen Passat,Volkswagen AG,Germany,Automobiles & Components,1539.039,28011,null,null,null
20309-3-2016,2014,Volkswagen Passat,Volkswagen AG,Germany,Automobiles & Components,1539.039,28011,null,null,null
20309-4-2013,2014,Audi A3 2.0 TDI,Volkswagen AG,Germany,Automobiles & Components,1460.114,30647,0.1568,0.0484,0.7948
20309-5-2014,2014,Mean value for a vehicle within the Volkswagen Group according to CDP Report 2013 (global scope),Volkswagen AG,Germany,Automobiles & Components,1539.039,34694,null,null,null
20309-5-2015,2014,Mean value for a vehicle within the Volkswagen Group according to CDP Report 2014 (global scope),Volkswagen AG,Germany,Automobiles & Components,1539.039,33683,null,null,null
20309-6-2014,2014,VW up!,Volkswagen AG,Germany,Automobiles & Components,929.8644,21488,null,null,null
20309-6-2015,2014,Volkswagen up!,Volkswagen AG,Germany,Automobiles & Components,929.8644,21488,null,null,null
20309-6-2016,2014,Volkswagen up!,Volkswagen AG,Germany,Automobiles & Components,929.8644,21488,null,null,null
20309-7-2014,2014,Audi A6,Volkswagen AG,Germany,Automobiles & Components,1895.109,37094,null,null,null
20309-7-2015,2014,Audi A6,Volkswagen AG,Germany,Automobiles & Components,1895.109,37094,null,null,null
20309-7-2016,2014,Audi A6,Volkswagen AG,Germany,Automobiles & Components,1895.109,37094,null,null,null
20309-8-2014,2014,VW Caddy,Volkswagen AG,Germany,Automobiles & Components,1128,28608,null,null,null
20309-8-2015,2014,Volkswagen Caddy,Volkswagen AG,Germany,Automobiles & Components,1128,28608,null,null,null
20309-8-2016,2014,Volkswagen Caddy,Volkswagen AG,Germany,Automobiles & Components,1128,28608,null,null,null
20309-9-2016,2014,Volkswagen e-up,Volkswagen AG,Germany,Automobiles & Components,1185,7550,null,null,null
20523-1-2013,2014,Alliance HPLC (High Peformance Liquid Chromatography)  The Alliance is an HPLC that is unique in that it has a single set of electronic boards that control the functions for both the solvent delivery system and the autosampler in the liquid chromatograph.,Waters Corporation,USA,"""Pharmaceuticals, Biotechnology & Life Sciences""",59,15196.6,0.0295,0.0064,0.9641
20523-1-2014,2014,Alliance (HPLC),Waters Corporation,USA,"""Pharmaceuticals, Biotechnology & Life Sciences""",59,40215,0.0141,0.003,0.9828
20523-2-2013,2014,"""ACQUITY® UPLC, ACQUITY® I-Class, ACQUITY® H-Class""",Waters Corporation,USA,"""Pharmaceuticals, Biotechnology & Life Sciences""",25.9,17074.4,0.0407,0.0088,0.9505
20527-1-2013,2014,Electric Motor,Weg S/A,Brazil,Capital Goods,90,53057.5,0.0001,0,0.9999
20527-1-2014,2014,Electric Motor,Weg S/A,Brazil,Capital Goods,90,87589.36467,0.0002,0,0.9998
20527-1-2015,2014,Electric Motor,Weg S/A,Brazil,Electrical Equipment and Machinery,90,20007.62,0.001,0.0002,0.9988
20822-1-2013,2014,Phaser 6600,Xerox Corporation,USA,Technology Hardware & Equipment,25.5,584,0.036,0.6729,0.2911
20822-1-2014,2014,Phaser 6600,Xerox Corporation,USA,Technology Hardware & Equipment,25.5,584,0.036,0.6729,0.2911
20822-1-2015,2014,Phaser 6600,Xerox Corporation,USA,Software & Services,25.5,584,0.036,0.6729,0.2911
20822-1-2016,2014,Phaser 6600,Xerox Corporation,USA,Software & Services,25.5,584,0.036,0.6729,0.2911
20822-2-2013,2014,ColorQube 8900,Xerox Corporation,USA,Technology Hardware & Equipment,46.308,2445,0.016,0.2772,0.7069
20822-2-2015,2014,ColorQube 8900,Xerox Corporation,USA,Software & Services,46.308,2445,0.016,0.2772,0.7069
20822-2-2016,2014,ColorQube 8900,Xerox Corporation,USA,Software & Services,46.308,2445,0.016,0.2772,0.7069
20822-3-2013,2014,ColorQube 9200,Xerox Corporation,USA,Technology Hardware & Equipment,368.8,7090,0.0126,0.3244,0.6629
20822-3-2014,2014,ColorQube 9200,Xerox Corporation,USA,Technology Hardware & Equipment,368.8,7090,0.0127,0.3257,0.6616
20822-3-2015,2014,ColorQube 9200,Xerox Corporation,USA,Software & Services,368.8,7090,0.0127,0.3257,0.6616
20822-3-2016,2014,ColorQube 9200,Xerox Corporation,USA,Software & Services,368.8,7090,0.0127,0.3257,0.6616
20822-4-2013,2014,ColorQube 8870,Xerox Corporation,USA,Technology Hardware & Equipment,34.0194,2110,null,null,null
20822-4-2014,2014,ColorQube 8870,Xerox Corporation,USA,Technology Hardware & Equipment,34.0194,2011,0.0388,0.091,0.8702
20822-4-2015,2015,ColorQube 8870,Xerox Corporation,USA,Software & Services,34.0194,2011,0.0388,0.091,0.8702
20822-4-2016,2015,ColorQube 8870,Xerox Corporation,USA,Software & Services,34.0194,2011,0.0388,0.091,0.8702
20822-5-2014,2015,Phaser 7100,Xerox Corporation,USA,Technology Hardware & Equipment,44,2000,0.1331,0.0212,0.8457
20822-5-2015,2015,Phaser 7100,Xerox Corporation,USA,Software & Services,44,2000,0.1331,0.0212,0.8457
20822-5-2016,2015,Phaser 7100,Xerox Corporation,USA,Software & Services,44,2000,0.1331,0.0212,0.8457
20822-6-2015,2015,WorkCentre 5945/5955,Xerox Corporation,USA,Software & Services,158.5,4216,0.6427,0,0.3573
20822-6-2016,2015,WorkCentre 5945/5955,Xerox Corporation,USA,Software & Services,158.5,4216,0.6429,0,0.3571
20822-7-2015,2015,WorkCentre 5325,Xerox Corporation,USA,Software & Services,137.2,1300,0.4758,0.0261,0.4981
20822-7-2016,2015,WorkCentre 5325,Xerox Corporation,USA,Software & Services,137.2,1300,0.4758,0.0261,0.4981
20822-8-2015,2015,WorkCentre 5330,Xerox Corporation,USA,Software & Services,137.2,1500,0.4153,0.0228,0.562
20822-8-2016,2015,WorkCentre 5330,Xerox Corporation,USA,Software & Services,137.2,1500,0.4153,0.0228,0.562
20822-9-2015,2015,WorkCentre 5335,Xerox Corporation,USA,Software & Services,137.2,1700,0.3751,0.0206,0.6044
20822-9-2016,2015,WorkCentre 5335,Xerox Corporation,USA,Software & Services,137.2,1700,0.3751,0.0206,0.6044
20871-1-2015,2015,Pressure transmitter (圧力発信器) GTX,Azbil Corporation,Japan,Technology Hardware & Equipment,3.6,42.2,0.5423,0.2036,0.2541
20871-2-2015,2015,Photoelectric sensor (光電センサー),Azbil Corporation,Japan,Technology Hardware & Equipment,0.11,13.8,0.017,0.0013,0.9817
20871-5-2015,2015,Neosensor indoor temperature sensor (ネオセンサ 室内用温度センサ),Azbil Corporation,Japan,Technology Hardware & Equipment,0.11,2.5,0.96,0.028,0.012
20871-6-2015,2015,Temperature sensor for duct (ダクト用温度センサ),Azbil Corporation,Japan,Technology Hardware & Equipment,0.24,8.3,0.9981,0,0.0019
20947-1-2014,2015,1 fuel-efficient tire for passenger cars (乗用車用低燃費タイヤ),"""Yokohama Rubber Company, Limited""",Japan,Automobiles & Components,8.7,256.5,0.0936,0.0273,0.8791
20947-1-2015,2015,1 fuel-efficient tire for passenger cars (乗用車用低燃費タイヤ),"""Yokohama Rubber Company, Limited""",Japan,Tires,8.7,287.68,0.1377,0.04,0.8224
20947-2-2014,2015,1 fuel-efficient truck and buss tireトラック・バス用低燃費タイヤ１本当たり,"""Yokohama Rubber Company, Limited""",Japan,Automobiles & Components,160,1881,null,null,null
20947-2-2015,2015,1 fuel-efficient truck and buss tireトラック・バス用低燃費タイヤ１本当たり,"""Yokohama Rubber Company, Limited""",Japan,Tires,160,1734,null,null,null
2116-1-2015,2015,CHEP wooden exchange (pooled) pallet in USA 48x40,Brambles,Australia,Trading Companies & Distributors and Commercial Services & Supplies,31.8,40.79,null,null,null
2116-2-2015,2015,CHEP wooden exchange (pooled) pallet in Canada 48x40,Brambles,Australia,Trading Companies & Distributors and Commercial Services & Supplies,31.8,35.16,null,null,null
2116-3-2015,2015,Foldable reusable plastic crates (RPCs) in Australia,Brambles,Australia,Trading Companies & Distributors and Commercial Services & Supplies,2.5,20.04,null,null,null
2116-5-2015,2015,CHEP wooden exchange (pooled) pallet in Canada 48x20,Brambles,Australia,Trading Companies & Distributors and Commercial Services & Supplies,15.9,18.76,null,null,null
2116-6-2015,2015,IFCO reusable plastic crates (RPCs) in North America,Brambles,Australia,Trading Companies & Distributors and Commercial Services & Supplies,2.4062,89.567,null,null,null
2116-8-2015,2015,Rigid side reusable plastic crates (RPCs) in Australia,Brambles,Australia,Trading Companies & Distributors and Commercial Services & Supplies,2.4062,34.15,null,null,null
2135-1-2013,2015,"""The Polyethylene (PE), molecular formula (CH2)n, is currently the world's main plastic material. Its properties depend on the shape of the polyethylene — given that the ones of low density are more flexible while the high density polyethylenes are more rigid. This material is produced from the polymerization of the monomer ethylene. Despite the differences between the types of polyethylene produced by Braskem, this assessment was targeted at finding an average value of emissions for all of the resins produced. The figure provide in column \""Total emissions in kg CO2e per unit\"" has the dimension of tCO2e/ ton product.""",Braskem S/A,Brazil,Materials,1,1.32,0.824,0.176,0
2135-1-2014,2015,Polyethylene,Braskem S/A,Brazil,Materials,1,1.32,null,null,null
2135-1-2015,2015,Polyethylene,Braskem S/A,Brazil,Chemicals,1,1.32,null,null,null
2135-1-2016,2015,Polyethylene,Braskem S/A,Brazil,Materials,1000,1320,null,null,null
2135-2-2013,2015,"""Polypropylene (PP) or Polypropene, which has the molecular formula of (CH (CH3) - CH2)n is a resin produced from the polymerization of monomer Propene, its main feedstock. It may also be produced from a mixture of two types of monomers (ethylene and propylene), producing the PP Copolymer. This is the carbon footprint for the Polypropylene produced in Brazil. The figure provide in column \""Total emissions in kg CO2e per unit\"" has the dimension of tCO2e/ ton product.""",Braskem S/A,Brazil,Materials,1,1.33,0.8169,0.1831,0
2135-2-2014,2015,Polypropylene,Braskem S/A,Brazil,Materials,1,1.33,null,null,null
2135-2-2015,2015,Polypropylene,Braskem S/A,Brazil,Chemicals,1,1.33,null,null,null
2135-2-2016,2015,Polypropylene,Braskem S/A,Brazil,Materials,1000,1330,null,null,null
2135-3-2013,2015,"""The Polyvinyl Chloride (PVC; -(CH2-CHCl)n-) is the oldest plastic material. This material is produced from the polymerization of the monomer MVC. Braskem has a chlorine production unit, base material, which shall be used for the production of DCE (1,2-dichloroethane) from the mixture of chloride and ethylene. Afterwards, the DCE reacts to form MVC, the monomer for the polymerization process. The figure provide in column \""Total emissions in kg CO2e per unit\"" has the dimension of tCO2e/ ton product.""",Braskem S/A,Brazil,Materials,1,1.77,0.4407,0.1356,0.4237
2135-3-2014,2015,Polyvinyl Chloride,Braskem S/A,Brazil,Materials,1,1.77,null,null,null
2135-3-2015,2015,Polyvinyl Chloride,Braskem S/A,Brazil,Chemicals,1,1.77,null,null,null
2135-3-2016,2015,Polyvinyl Chloride,Braskem S/A,Brazil,Materials,1000,1770,null,null,null
21394-1-2013,2015,"Acer 15.6\ Notebook""",Wistron Corp,Taiwan,Technology Hardware & Equipment,2.35868,8.8,null,null,null
21477-10-2015,2015,LCD PC,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
21477-11-2015,2015,PND,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,10202,null,null,null
21477-1-2015,2015,Note book,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1330,null,null,null
21477-12-2015,2015,Auto,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,10202,null,null,null
21477-13-2015,2015,Watch,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,10202,null,null,null
21477-14-2015,2015,Camera,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,10202,null,null,null
21477-14-2016,2015,Camera,Quanta Computer,Taiwan,Technology Hardware & Equipment,0.25,5.3,null,null,null
21477-15-2016,2015,AIO,Quanta Computer,Taiwan,Technology Hardware & Equipment,8.05,5.4,null,null,null
21477-16-2016,2015,AIO,Quanta Computer,Taiwan,Technology Hardware & Equipment,8.05,5.3,null,null,null
21477-17-2016,2015,Notebook,Quanta Computer,Taiwan,Technology Hardware & Equipment,2.95,5.4,null,null,null
21477-20-2016,2015,Server,Quanta Computer,Taiwan,Technology Hardware & Equipment,19.97,2.4,null,null,null
21477-21-2016,2015,Tablet,Quanta Computer,Taiwan,Technology Hardware & Equipment,0.35,5.3,null,null,null
21477-2-2015,2015,Servers,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,3248,null,null,null
21477-22-2016,2015,VR,Quanta Computer,Taiwan,Technology Hardware & Equipment,0.35,3.6,null,null,null
21477-3-2015,2015,DT,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
21477-4-2015,2015,Phone,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
21477-5-2015,2015,Pad,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
21477-6-2015,2015,CHROMEBOX,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
21477-7-2015,2015,Lamp,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
21477-8-2015,2015,POS,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
21477-9-2015,2015,Speaker,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
2156-1-2016,2015,Tire including low fuel consumption tire; e.g. ECOPIA series,Bridgestone Corporation,Japan,Automobiles & Components,9.07185,118,0.0919,0.0388,0.8693
21673-1-2014,2015,Air Purifier,Coway Co Ltd,South Korea,Consumer Durables & Apparel,7.2,126,0.2658,0.0079,0.7263
21889-1-2013,2015,Folding boxboard produced at the Maule and Valdivia mills.,Empresas CMPC,Chile,Materials,1000,549.2,null,null,null
21889-1-2014,2015,Folding boxboard,Empresas CMPC,Chile,Materials,1000,554.94,0.2642,0.7358,0
21889-1-2015,2015,Folding boxboard,Empresas CMPC,Chile,"""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,451.46,0.2642,0.7358,0
22295-10-2015,2015,Tako CX Lite,Metsä Board,Finland,"""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,918,0.11,0.8355,0.0545
22295-11-2015,2015,Tako CX Lite S,Metsä Board,Finland,"""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,918,0.11,0.8355,0.0545
22295-1-2013,2015,"""Simcote is a fully coated folding boxboard with a washed groundwood middle layer, based on 100 % fresh forest fibres. Typical end-uses are food and general packaging.""",Metsä Board,Finland,Materials,1000,597,0.2127,0.7119,0.0754
22295-1-2015,2015,Simcote,Metsä Board,Finland,"""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,782,0.1573,0.7801,0.0627
22295-12-2015,2015,Tako CX Lite S2,Metsä Board,Finland,"""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,918,0.11,0.8355,0.0545
22295-13-2015,2015,Tako CX Lite OBA,Metsä Board,Finland,"""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,918,0.11,0.8355,0.0545
